Valeur de l'indice boursier (valeur de départ = 100 partout);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Numéro de la série;1;;2;;3;4;5;6;7;;8;9;10;10;11;12;13;14;12;13;14;18;15;20;21;16;23;24;25;17;18;28;29;30;31;32;19;34;35;36;37;38;39;40;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1976-01-30;100;NA;100;NA;100;100;100,000;100;100;NA;100;100;100;NA;100;NA;NA;NA;100;100;100;NA;100;NA;NA;100;NA;NA;NA;100;100;NA;NA;NA;NA;NA;100;NA;NA;NA;NA;NA;NA;NA;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
1976-02-27;98,486;NA;99,383;NA;92,886;95,232;102,148;96,92;103,938;NA;98,978;104,183;103,941;NA;105,587;NA;NA;NA;97,5;100,051;102,493;NA;96,232;NA;NA;101,067;NA;NA;NA;94,638;104,033;NA;NA;NA;NA;NA;100,678;NA;NA;NA;NA;NA;NA;NA;94,528;99,23;98,92;98,209;99,12;93,641;97,746;97,904;97,544;93,255;94,363;99,458;98,697;98,994;99,317;99,265;98,82;94,478
1976-03-31;99,768;NA;94,182;NA;98,13;92,512;107,005;95,85;101,171;NA;100,575;101,428;109,047;NA;113,115;NA;NA;NA;95,886;98,924;107,088;NA;90,238;NA;NA;101,267;NA;NA;NA;95,525;102,299;NA;NA;NA;NA;NA;99,241;NA;NA;NA;NA;NA;NA;NA;97,558;96,248;96,682;98,928;97,732;98,756;97,532;96,689;92,511;98,034;97,47;98,191;97,886;96,154;96,266;97,897;100,391;97,599
1976-04-30;103,893;NA;96,612;NA;98,729;93,39;85,883;95,575;100,13;NA;98,053;105,097;105,739;NA;117,773;NA;NA;NA;95,857;98,416;108,227;NA;92,891;NA;NA;101,957;NA;NA;NA;96,899;107,371;NA;NA;NA;NA;NA;96,918;NA;NA;NA;NA;NA;NA;NA;97,947;97,56;98,234;101,497;98,219;99,416;97,519;96,679;94,845;98,161;97,695;99,684;99,008;97,261;97,647;98,433;104,311;98,003
1976-05-31;91,389;NA;86,858;NA;90,2;89,142;80,685;84,926;94,308;NA;91,945;104,872;97,249;NA;118,334;NA;NA;NA;86,782;101,021;95,896;NA;83,629;NA;NA;100,935;NA;NA;NA;90,929;104,613;NA;NA;NA;NA;NA;93,411;NA;NA;NA;NA;NA;NA;NA;88,877;90,49;90,098;90,138;93,114;90,758;88,047;86,578;86,881;88,52;88,774;90,933;91,658;89,88;90,68;93,696;92,614;88,968
1976-06-30;89,027;NA;82,614;NA;85,125;80,844;84,940;79,47;91,884;NA;91,681;95,026;92,802;NA;115,137;NA;NA;NA;84,604;101,202;86,828;NA;77,98;NA;NA;97,124;NA;NA;NA;88,813;100,616;NA;NA;NA;NA;NA;89,913;NA;NA;NA;NA;NA;NA;NA;83,357;85,756;85,658;86,791;88,025;85,482;83,091;80,234;81,656;82,778;83,119;85,786;87,124;85,08;85,815;88,337;90,287;83,446
1976-07-30;90,73;NA;86,466;NA;81,667;77,929;85,929;89,789;89,812;NA;92,387;90,617;96,366;NA;120,788;NA;NA;NA;85,101;103,864;87,15;NA;83,57;NA;NA;98,128;NA;NA;NA;88,925;105,803;NA;NA;NA;NA;NA;90,127;NA;NA;NA;NA;NA;NA;NA;81,389;86,867;87,566;91,394;87,13;82,65;92,438;81,144;86,575;80,01;81,001;88,068;88,087;87,024;86,957;87,313;92,136;81,22
1976-08-31;90,997;NA;89,798;NA;87,823;82,744;91,170;92,703;95,094;NA;93,348;93,198;98,692;NA;129,612;NA;NA;NA;88,384;105,161;92,791;NA;91,045;NA;NA;104,009;NA;NA;NA;96,773;113,389;NA;NA;NA;NA;NA;86,911;NA;NA;NA;NA;NA;NA;NA;86,525;91,099;91,099;92,792;92,018;88,733;95,709;84,385;92,789;85,39;86,343;92,045;91,718;91,132;91,238;92,349;92,81;86,404
1976-09-30;90,094;NA;89,704;NA;91,445;83,787;103,537;92,038;94,766;NA;92,459;93,299;99,066;NA;135,158;NA;NA;NA;92,324;109,731;96,349;NA;85,35;NA;NA;103,779;NA;NA;NA;103,306;124,906;NA;NA;NA;NA;NA;91,658;NA;NA;NA;NA;NA;NA;NA;89,464;91,882;91,521;92,167;93,43;92,361;95,541;86,08;90,201;88,931;89,449;93,04;92,386;91,785;91,859;93,53;92,205;89,423
1976-10-29;89,131;NA;95,07;NA;94,574;82,492;108,076;92,216;92,184;NA;93,325;91,074;95,809;NA;132,97;NA;NA;NA;88,406;111,824;102,674;NA;83,328;NA;NA;104,731;NA;NA;NA;101,658;128,526;NA;NA;NA;NA;NA;88,686;NA;NA;NA;NA;NA;NA;NA;92,438;92,984;92,213;91,579;91,515;95,711;95,568;88,778;88,669;92,446;92,598;94,571;90,916;92,8;93,218;91,797;91,25;92,461
1976-11-30;90,358;NA;94,962;NA;93,91;81,325;106,286;83,818;93,619;NA;94,218;87,081;99;NA;129,165;NA;NA;NA;87,338;110,493;101,513;NA;74,867;NA;NA;106,34;NA;NA;NA;101,773;131,298;NA;NA;NA;NA;NA;90,969;NA;NA;NA;NA;NA;NA;NA;91,164;92,609;91,491;89,537;90,956;94,99;88,13;86,409;82,813;90,914;91,214;93,722;89,865;91,707;92,878;91,283;92,236;91,345
1976-12-31;87,839;NA;88,586;NA;99,08;78,445;129,142;79,769;92,919;NA;93,188;85,424;99,057;NA;135,149;NA;NA;NA;83,876;111,281;106,185;NA;81,398;NA;NA;104,938;NA;NA;NA;91,623;130,519;NA;NA;NA;NA;NA;92,421;NA;NA;NA;NA;NA;NA;NA;93,296;88,47;87,601;86,819;88,363;100,067;85,087;83,545;87,876;95,001;93,564;90,956;87,13;87,581;88,705;88,768;90,155;93,624
1977-01-31;88,621;NA;94,235;NA;104,83;76,16;136,987;80,809;94,83;NA;96,148;82,422;96,299;NA;145,362;NA;NA;NA;86,797;111,455;108,272;NA;80,997;NA;NA;107,181;NA;NA;NA;93,449;134,215;NA;NA;NA;NA;NA;93,467;NA;NA;NA;NA;NA;NA;NA;98,017;90,645;89,488;88,008;88,113;105,565;86,983;86,589;88,1;100,539;98,486;92,998;87,285;89,671;90,841;88,232;91,414;98,436
1977-02-28;93,552;NA;94,634;NA;109,712;87,16;159,709;79,039;99,711;NA;102,399;83,551;102,815;NA;152,573;NA;NA;NA;94,62;110,027;111,733;NA;87,038;NA;NA;116,396;NA;NA;NA;95,937;144,28;NA;NA;NA;NA;NA;94,663;NA;NA;NA;NA;NA;NA;NA;102,615;94,606;93,15;90,948;94,56;110,294;86,428;90,707;93,941;105,348;103,066;96,695;92,444;93,098;94,604;94,554;96,493;103,192
1977-03-31;97,927;NA;93,033;NA;110,885;90,951;170,804;77,621;99,162;NA;101,441;86,04;104,006;NA;145,231;NA;NA;NA;95,189;111,19;111,523;NA;91,263;NA;NA;119,681;NA;NA;NA;96,272;144,716;NA;NA;NA;NA;NA;92,44;NA;NA;NA;NA;NA;NA;NA;103,788;94,991;94,017;93,008;96,329;111,432;84,573;91,875;96,927;106,773;104,07;97,436;94,433;93,308;94,98;96,432;100,204;104,432
1977-04-29;106,087;NA;101,16;NA;115,446;91,874;151,802;81,96;97,337;NA;103,769;83,133;100,947;NA;146,23;NA;NA;NA;100,24;109,936;116,452;NA;94,244;NA;NA;117,423;NA;NA;NA;97,59;130,56;NA;NA;NA;NA;NA;89,542;NA;NA;NA;NA;NA;NA;NA;108,435;98,215;98,104;99,611;96,148;115,96;88,547;96,647;97,307;111,883;108,533;101,689;96,686;96,636;98,109;95,775;107,878;109,086
1977-05-31;111,659;NA;112,496;NA;119,987;86,343;148,291;79,033;97,379;NA;106,325;80,46;101,899;NA;157,685;NA;NA;NA;103,141;111,962;116,217;NA;91,332;NA;NA;121,092;NA;NA;NA;102,131;137,582;NA;NA;NA;NA;NA;89,927;NA;NA;NA;NA;NA;NA;NA;112,068;102,381;101,922;102,572;95,346;120;87,075;98,807;95,908;115,354;112,064;104,978;97,099;100,128;102,341;94,636;113,613;112,888
1977-06-30;110,941;NA;116,771;NA;115,381;87,898;150,126;76,873;102,741;NA;116,87;75,217;104,644;NA;170,784;NA;NA;NA;93,813;112,158;113,292;NA;94,607;NA;NA;122,671;NA;NA;NA;102,45;156,007;NA;NA;NA;NA;NA;89,151;NA;NA;NA;NA;NA;NA;NA;109,5;105,314;103,865;102,049;97,326;115,562;86,88;99,667;100,305;111,124;109,404;106,203;97,959;102,566;105,626;97,156;113,861;110,31
1977-07-29;121,637;NA;118,905;NA;116,229;86,745;157,710;77,642;100,85;NA;121,023;75,091;104,407;NA;207,468;NA;NA;NA;98,288;110,989;114,15;NA;95,675;NA;NA;124,006;NA;NA;NA;100,962;177,327;NA;NA;NA;NA;NA;89,617;NA;NA;NA;NA;NA;NA;NA;110,702;106,294;106,353;110,204;97,499;116,295;90,719;101,472;103,494;112,396;110,135;108,249;100,607;103,508;106,408;96,904;125,489;111,522
1977-08-31;122,295;NA;127,017;NA;112,147;90,366;162,387;74,59;103,788;NA;127,265;72,346;108,529;NA;205,337;NA;NA;NA;100,518;111,967;114,038;NA;96,383;NA;NA;128,914;NA;NA;NA;102,498;172,437;NA;NA;NA;NA;NA;94,419;NA;NA;NA;NA;NA;NA;NA;109,019;111,207;110,901;109,61;100,194;112,6;88,176;104,117;104,13;108,904;108,341;112,178;103,546;108,806;111,469;99,636;126,205;109,876
1977-09-30;106,676;NA;125,589;NA;116,828;87,062;175,441;70,378;97,007;NA;127,989;69,395;111,381;NA;247,187;NA;NA;NA;99,078;110,097;117,803;NA;95,853;NA;NA;123,285;NA;NA;NA;95,031;172,114;NA;NA;NA;NA;NA;96,541;NA;NA;NA;NA;NA;NA;NA;111,488;111,187;109,363;105,251;98,859;117,191;89,252;102,567;106,27;112,086;111,297;111,405;100,468;108,466;111,377;98,038;120,924;112,479
1977-10-31;109,67;NA;124,8;NA;115,434;84,183;165,623;63,218;90,201;NA;138,496;66,392;109,574;NA;261,863;NA;NA;NA;95,021;110,058;116,446;NA;92,852;NA;NA;116,455;NA;NA;NA;87,722;160,196;NA;NA;NA;NA;NA;96,482;NA;NA;NA;NA;NA;NA;NA;110,515;109,093;107,739;105,838;95,158;115,81;84,778;102,361;103,508;111,425;110,09;109,849;98,005;105,8;109,378;94,339;125,523;111,67
1977-11-30;103,662;NA;121,217;NA;111,371;78,361;164,170;63,557;84,672;NA;142,439;67,801;111,865;NA;262,649;NA;NA;NA;88,743;110,977;110,048;NA;96,922;NA;NA;112,635;NA;NA;NA;84,092;143,416;NA;NA;NA;NA;NA;96,219;NA;NA;NA;NA;NA;NA;NA;106,433;105,571;104,363;103,07;91,435;111,614;84,815;98,213;105,162;107,167;106,033;106,164;94,562;102,647;106,102;91,02;121,165;107,472
1977-12-30;110,533;NA;124,521;NA;111,897;79,845;158,765;62,652;90,238;NA;147,631;66,151;111,725;NA;200,226;NA;NA;NA;97,204;109,299;109,915;NA;102,476;NA;NA;115,36;NA;NA;NA;81,178;139,272;NA;NA;NA;NA;NA;93,479;NA;NA;NA;NA;NA;NA;NA;107,426;108,566;107,826;105,905;94,124;112,174;79,632;100,082;109,876;107,62;106,695;109,163;98,033;105,245;108,679;92,949;125,919;108,515
1978-01-31;120,039;NA;131,294;NA;118,976;84,891;150,588;74,755;90,537;NA;148,444;69,009;114,555;NA;239,591;NA;NA;NA;100,307;110,308;122,314;NA;104,07;NA;NA;117,511;NA;NA;NA;85,528;149,432;NA;NA;NA;NA;NA;97,041;NA;NA;NA;NA;NA;NA;NA;117,193;116,064;117,415;122,116;99,75;119,518;96,386;115,422;114,766;118,051;116,174;119,258;107,333;113,656;116,362;98,713;142,564;118,145
1978-02-28;127,367;NA;136,379;NA;121,455;89,392;141,291;72,467;94,649;NA;156,734;70,934;119,951;NA;233,856;NA;NA;NA;107,518;109,699;128,561;NA;106,83;NA;NA;122,713;NA;NA;NA;90,098;145,932;NA;NA;NA;NA;NA;102,044;NA;NA;NA;NA;NA;NA;NA;121,582;123,074;124,253;128,195;106,17;122,221;94,675;123,937;118,758;121,766;120,252;126,021;113,707;119,69;123,23;104,832;152,977;122,708
1978-03-31;136,577;NA;144,226;NA;124,948;96,305;134,043;79,941;99,946;NA;166,766;66,271;124,333;NA;241,193;NA;NA;NA;112,965;112,808;132,781;NA;105,671;NA;NA;128,51;NA;NA;NA;94,828;143,163;NA;NA;NA;NA;NA;105,764;NA;NA;NA;NA;NA;NA;NA;126,354;129,869;132,409;139,795;111,327;125,722;102,967;131,589;118,333;126,041;124,621;133,746;121,394;126,807;130,063;109,895;166,29;127,396
1978-04-28;143,362;NA;144,269;NA;126,991;101,054;128,940;82,653;108,009;NA;198,222;66,972;127,541;NA;252,182;NA;NA;NA;114,914;111,921;132,182;NA;113,28;NA;NA;134,627;NA;NA;NA;93,936;148,087;NA;NA;NA;NA;NA;105,028;NA;NA;NA;NA;NA;NA;NA;128,197;133,594;136,776;147,103;116,905;127,644;108,35;133,029;125,648;127,412;126,18;137,594;127,289;130,419;133,806;115,676;175,818;129,214
1978-05-31;151,555;NA;149,297;NA;127,288;98,694;122,491;81,122;111,313;NA;202,695;70,844;133,6;NA;282,748;NA;NA;NA;115,464;113,711;132,444;NA;115,528;NA;NA;135,422;NA;NA;NA;94,848;146,804;NA;NA;NA;NA;NA;112,036;NA;NA;NA;NA;NA;NA;NA;129,991;136,245;140,059;153,043;117,986;127,947;109,528;138,234;128,179;129;127,669;140,549;129,777;132,651;136,627;116,891;185,686;131,092
1978-06-30;164,562;NA;146,129;NA;127,239;101,218;127,446;84,716;117,789;NA;199,315;72,841;139,512;NA;307,685;NA;NA;NA;123,433;121,735;138,07;NA;110,067;NA;NA;136,559;NA;NA;NA;105,725;143,973;NA;NA;NA;NA;NA;121,253;NA;NA;NA;NA;NA;NA;NA;132,732;138,664;144,615;164,378;123,699;128,339;114,702;147,748;125,76;131,832;129,885;145,533;137,439;135,248;138,634;122,232;200,81;133,809
1978-07-31;169,094;NA;141,652;NA;125,054;99,166;123,185;87,075;110,401;NA;206,16;73,331;140,381;NA;324,221;NA;NA;NA;111,618;122,209;139,645;NA;111,048;NA;NA;137,737;NA;NA;NA;101,763;161,795;NA;NA;NA;NA;NA;134,168;NA;NA;NA;NA;NA;NA;NA;129,744;131,783;140,785;170,75;121,604;126,504;118,691;142,808;130,518;129,802;126,45;142,56;138,061;129,285;131,93;120,888;209,118;130,688
1978-08-31;183,603;NA;150,039;NA;124,441;105,593;128,387;82,236;117,452;NA;234,217;71,873;144,314;NA;364,063;NA;NA;NA;120,242;141,989;140,858;NA;114,126;NA;NA;144,499;NA;NA;NA;108,726;167,028;NA;NA;NA;NA;NA;136,767;NA;NA;NA;NA;NA;NA;NA;131,847;138,789;148,39;181,121;127,696;125,976;118,361;151,819;133,692;130,746;127,934;149,125;145,317;135,09;138,826;126,706;227,533;132,959
1978-09-29;188,186;NA;151,229;NA;129,073;103,783;125,496;82,823;120,747;NA;243,082;72,489;149,927;NA;330,583;NA;NA;NA;124,36;139,668;150,746;NA;119,18;NA;NA;145,123;NA;NA;NA;110,691;172,18;NA;NA;NA;NA;NA;138,962;NA;NA;NA;NA;NA;NA;NA;135,69;139,771;150,05;183,957;128,589;130,841;117,14;153,755;139,085;135,301;131,7;151,902;147,196;136,042;139,604;127,256;231,491;136,88
1978-10-31;196,808;NA;136,239;NA;129,375;100,517;129,816;80,269;121,015;NA;233,173;71,67;147,945;NA;360,555;NA;NA;NA;124,467;139,055;149,961;NA;118,893;NA;NA;146,199;NA;NA;NA;105,51;165,134;NA;NA;NA;NA;NA;144,236;NA;NA;NA;NA;NA;NA;NA;133,722;131,657;145,169;190,019;125,9;131,193;116,732;146,441;137,147;134,853;129,221;147,503;147,252;128,371;131,063;124,38;242,102;134,929
1978-11-30;203,127;NA;141,272;NA;131,162;98,617;127,447;85,242;119,611;NA;247,382;73,623;158,301;NA;462,354;NA;NA;NA;123,137;142,006;146,585;NA;117,404;NA;NA;145,833;NA;NA;NA;106,307;157,772;NA;NA;NA;NA;NA;171,359;NA;NA;NA;NA;NA;NA;NA;134,917;131,52;146,706;200,394;125,828;132,699;130,565;146,288;139,394;136,388;130,15;148,44;149,524;128,812;130,998;124,434;254,978;136,026
1978-12-29;238,671;NA;150,077;NA;136,315;99,859;111,147;88,013;112,3;NA;324,582;80,301;156,29;NA;488,895;NA;NA;NA;118,429;146,299;155,339;NA;121,017;NA;NA;147,256;NA;NA;NA;108,217;159,376;NA;NA;NA;NA;NA;181,141;NA;NA;NA;NA;NA;NA;NA;142,094;135,167;156,375;230,145;125,607;137,83;139,55;158,479;144,231;144,47;135,849;157,848;159,051;132,437;135,118;124,627;298,586;143,306
1979-01-31;260,554;NA;148,422;NA;138,685;98,499;116,583;86,256;111,278;NA;460,561;77,657;155,607;NA;633,279;NA;NA;NA;124,228;148,302;162,075;NA;118,208;NA;NA;153,611;NA;NA;NA;109,921;161,396;NA;NA;NA;NA;NA;199,786;NA;NA;NA;NA;NA;NA;NA;144,79;134,192;161,561;253,447;125,279;140,418;160,767;162,011;144,258;147,979;137,589;163,26;166,869;133,775;133,698;123,624;331,991;146,007
1979-02-28;264,619;NA;137,136;NA;135,496;103,362;109,183;89,179;116,837;NA;529,767;75,615;166,787;NA;734,836;NA;NA;NA;124,555;162,25;162,681;NA;122,568;NA;NA;162,256;NA;NA;NA;114,234;185,68;NA;NA;NA;NA;NA;224,401;NA;NA;NA;NA;NA;NA;NA;145,225;134,904;164,348;262,265;132,037;137,65;176,03;169,463;154,995;148,335;137,765;165,76;174,127;136,095;134,099;130,439;343,585;146,365
1979-03-30;251,025;NA;133,463;NA;129,271;101,272;126,905;79,748;119,408;NA;424,688;80,134;171,968;NA;1264,374;NA;NA;NA;117,086;164,239;158,334;NA;123,628;NA;NA;170,199;NA;NA;NA;111,161;186,842;NA;NA;NA;NA;NA;213,249;NA;NA;NA;NA;NA;NA;NA;146,32;144,407;177,943;295,635;145,999;131,793;222,751;186,922;165,391;147,291;137,565;177,541;191,915;147,231;143,467;144,603;392,719;147,457
1979-04-30;253,702;NA;133,701;NA;127,862;106,675;126,088;79,911;126,415;NA;426,58;90,723;182,129;NA;990,633;NA;NA;NA;118,53;168,121;159,678;NA;120,789;NA;NA;170,818;NA;NA;NA;119,497;210,907;NA;NA;NA;NA;NA;210,554;NA;NA;NA;NA;NA;NA;NA;146,617;148,572;179,071;288,726;152,666;130,515;201,301;191,163;164,796;146,608;137,834;178,599;193,452;148,419;148,055;152,209;382,47;147,764
1979-05-31;225,68;NA;134,862;NA;123,065;101,134;144,424;74,635;136,196;NA;330,704;91,78;187,641;NA;576,101;NA;NA;NA;113,152;174,939;153,441;NA;124,229;NA;NA;179,841;NA;NA;NA;117,918;265,949;NA;NA;NA;NA;NA;216,624;NA;NA;NA;NA;NA;NA;NA;139,331;149,476;169,046;248,068;153,011;125,706;153,958;178,183;174,639;137,226;132,067;168,844;179,169;143,956;149,425;153,274;324,969;140,451
1979-06-29;231,102;NA;135,148;NA;121,224;91,648;140,132;81,013;134,227;NA;405,389;102,475;176,181;NA;585,28;NA;NA;NA;119,406;167,968;146,749;NA;126,26;NA;NA;180,187;NA;NA;NA;112,624;294,646;NA;NA;NA;NA;NA;220,299;NA;NA;NA;NA;NA;NA;NA;139,013;151,756;173,165;257,671;153,87;123,628;166,908;181,378;188,591;136,272;131,328;171,803;183,128;147,352;150,951;152,75;335,581;139,937
1979-07-31;234,944;NA;133,818;NA;121,493;90,431;146,717;79,106;132,068;NA;404,222;114,327;179,878;NA;488,18;NA;NA;NA;118,586;173,014;149,949;NA;126,145;NA;NA;181,943;NA;NA;NA;106,568;300,155;NA;NA;NA;NA;NA;230,232;NA;NA;NA;NA;NA;NA;NA;139,984;157,715;177,458;258,228;163,823;124,071;158,409;183,997;201,038;136,034;132,08;175,998;189,204;151,429;156,776;162,853;337,553;140,988
1979-08-31;247,983;NA;128,324;NA;126,387;84,802;135,834;80,43;126,051;NA;359,958;93,384;175,381;NA;541,164;NA;NA;NA;107,639;167,704;158,734;NA;126,686;NA;NA;176,002;NA;NA;NA;105,741;299,554;NA;NA;NA;NA;NA;229,359;NA;NA;NA;NA;NA;NA;NA;143,42;149,433;175,28;272,154;157,025;129,003;162,967;184,209;204,749;142,45;134,736;175;190,111;144,889;148,71;156,551;357,376;144,46
1979-09-28;238,223;NA;123,332;NA;122,291;85,744;133,565;71,832;121,466;NA;308,42;98,26;183,588;NA;471,083;NA;NA;NA;108,657;166,857;159,127;NA;121,614;NA;NA;170,078;NA;NA;NA;103,624;286,779;NA;NA;NA;NA;NA;227,074;NA;NA;NA;NA;NA;NA;NA;137,559;143,236;166,387;254,597;151,586;125,07;141,933;174,33;188,92;136,652;129,338;166,959;180,636;137,288;142,589;151,311;336,44;138,728
1979-10-31;225,705;NA;127,632;NA;126,776;84,503;122,728;65,882;122,839;NA;332,964;95,204;195,889;NA;422,072;NA;NA;NA;114,12;166,243;164,43;NA;121,113;NA;NA;171,888;NA;NA;NA;99,733;287,613;NA;NA;NA;NA;NA;216,101;NA;NA;NA;NA;NA;NA;NA;141,637;146,412;165,286;241,933;155,358;129,519;137,042;177,634;188,34;140,991;134,596;166,524;178,321;139,408;145,483;154,666;318,863;142,979
1979-11-30;224,583;NA;131,253;NA;127,435;90,611;119,895;69,925;125,33;NA;363,476;100,37;195,999;NA;502,735;NA;NA;NA;118,886;163,857;175,122;NA;123,496;NA;NA;178,928;NA;NA;NA;98,814;304,707;NA;NA;NA;NA;NA;213,346;NA;NA;NA;NA;NA;NA;NA;143,167;150,386;168,861;245,042;158,792;130,667;148,334;181,112;193,03;141,88;136,299;170,993;181,452;144,035;149,517;158,151;321,001;144,414
1979-12-31;204,377;NA;115,968;NA;114,036;80,631;109,676;63,869;111,066;NA;301,905;92,279;173,415;NA;407,461;NA;NA;NA;105,114;159,275;158,869;NA;114,608;NA;NA;162,399;NA;NA;NA;87,809;288,528;NA;NA;NA;NA;NA;189,915;NA;NA;NA;NA;NA;NA;NA;124,712;127,755;144,578;212,516;134,668;117,304;130,996;151,552;170,104;124,469;118,862;147,206;155,554;122,915;126,97;134,025;276,248;125,691
1980-01-31;193,19;NA;110,93;NA;116,157;79,426;116,191;63,156;110,091;NA;267,787;90,317;175,648;NA;343,36;NA;NA;NA;103,617;158,591;157,824;NA;117,366;NA;NA;163,976;NA;NA;NA;91,612;318,5;NA;NA;NA;NA;NA;193,417;NA;NA;NA;NA;NA;NA;NA;123,787;123,824;138,673;200,349;132,112;119,264;122,321;144,72;172,143;124,388;118,671;141,687;149,718;118,624;123,047;131,608;258,551;124,765
1980-02-29;205,663;NA;109,206;NA;114,282;85,248;126,857;71,748;117,403;NA;278,232;97,947;190,59;NA;358,755;NA;NA;NA;108,259;161,282;161,043;NA;124,917;NA;NA;167,232;NA;NA;NA;93,142;350,208;NA;NA;NA;NA;NA;190,903;NA;NA;NA;NA;NA;NA;NA;124,841;123,764;139,62;204,166;134,748;117,991;134,455;151,352;175,693;125,773;119,847;143,094;152,629;119,93;122,746;134,094;258,96;125,54
1980-03-31;205,444;NA;114,846;NA;114,27;79,906;135,633;78,184;114,609;NA;277,363;100,269;196,716;NA;309,101;NA;NA;NA;100,663;161,792;165,173;NA;132,588;NA;NA;163,538;NA;NA;NA;88,707;315,16;NA;NA;NA;NA;NA;186,564;NA;NA;NA;NA;NA;NA;NA;126,894;127,707;144,271;211,416;136,401;118,466;137,73;157,554;182,545;127,293;121,509;147,968;156,21;123,65;127,057;136,162;265,542;127,409
1980-04-30;199,912;NA;92,848;NA;111,59;79,696;124,659;73,618;106,353;NA;253,283;105,867;193,446;NA;272,365;NA;NA;NA;101,741;162,613;160,962;NA;137,021;NA;NA;161,048;NA;NA;NA;86,431;291,866;NA;NA;NA;NA;NA;168,376;NA;NA;NA;NA;NA;NA;NA;123,8;122,649;140,555;210,763;139,592;115,729;127,925;153,503;188,627;124,749;117,947;144,213;157,864;118,269;121,358;139,024;267,566;124,403
1980-05-30;206,361;NA;99,229;NA;107,411;83,607;139,999;70,901;103,817;NA;225,687;101,391;203,777;NA;244,38;NA;NA;NA;98,165;162,031;148,11;NA;137,673;NA;NA;160,439;NA;NA;NA;87,757;283,066;NA;NA;NA;NA;NA;168,14;NA;NA;NA;NA;NA;NA;NA;121,85;128,073;144,349;210,716;143,451;111,229;120,639;156,095;194,306;120,779;115,657;146,187;160,14;122,071;127,099;143,28;269,174;122,496
1980-06-30;215,327;NA;90,648;NA;104,2;80,93;138,326;60,693;99,788;NA;253,948;90,957;195,954;NA;323,346;NA;NA;NA;87,105;158,589;136,534;NA;128,491;NA;NA;148,417;NA;NA;NA;84,729;250,282;NA;NA;NA;NA;NA;166,105;NA;NA;NA;NA;NA;NA;NA;117,059;118,276;138,737;215,535;134;107,474;116,954;147,912;177,389;117,325;110,037;139,785;156,268;113,342;117,798;134,694;282,765;117,933
1980-07-31;209,656;NA;82,68;NA;102,561;79,292;159,743;57,076;90,97;NA;239,284;81,873;199,547;NA;321,265;NA;NA;NA;90,561;159,579;133,133;NA;127,642;NA;NA;141,97;NA;NA;NA;81,704;238,093;NA;NA;NA;NA;NA;161,647;NA;NA;NA;NA;NA;NA;NA;113,49;112,317;132,476;207,498;129,752;105,711;111,419;140,404;172,138;114,4;106,748;133,671;150,872;107,663;111,297;129,687;273,057;114,399
1980-08-29;198,443;NA;77,746;NA;94,53;78,679;161,938;48,198;91,761;NA;206,499;81,839;195,009;NA;271,45;NA;NA;NA;93,147;157,572;136,563;NA;131,724;NA;NA;144,789;NA;NA;NA;83,585;245,153;NA;NA;NA;NA;NA;153,442;NA;NA;NA;NA;NA;NA;NA;106,887;111,241;125,79;184,867;131,268;98,397;94,352;136,48;176,571;106,246;101,126;127,986;143,603;104,826;109,895;130,893;244,913;107,933
1980-09-30;179,381;NA;68,281;NA;86,081;79,339;146,959;47,341;82,885;NA;182,02;72,128;186,845;NA;211,103;NA;NA;NA;82,679;157,244;124,239;NA;121,271;NA;NA;132,292;NA;NA;NA;75,446;215,488;NA;NA;NA;NA;NA;142,357;NA;NA;NA;NA;NA;NA;NA;96,694;99,922;112,856;165,538;119,99;89,83;86,776;122,321;157,543;96,312;91,671;114,911;130,034;94,381;98,868;120,109;216,701;97,511
1980-10-31;177,842;NA;60,057;NA;76,191;75,535;148,869;38,09;69,025;NA;159,779;66,988;163,007;NA;172,942;NA;NA;NA;73,586;154,942;111,548;NA;118,334;NA;NA;121,938;NA;NA;NA;67,55;176,389;NA;NA;NA;NA;NA;147,85;NA;NA;NA;NA;NA;NA;NA;87,796;90,36;104,696;159,831;109,3;79,926;65,567;115,306;150,405;87,547;82,055;106,177;121,686;83,953;89,371;109,423;216,766;88,855
1980-11-28;164,743;NA;62,467;NA;89,746;77,858;144,579;47,806;74,479;NA;164,61;68,64;160,327;NA;184,412;NA;NA;NA;78,143;157,962;123,697;NA;126,087;NA;NA;127,842;NA;NA;NA;67,18;205,522;NA;NA;NA;NA;NA;148,057;NA;NA;NA;NA;NA;NA;NA;96,318;94,494;105,654;152,46;114,504;93,184;77,43;115,243;164,321;97,434;92,317;108,383;122,109;88,755;93,199;114,21;200,559;97,287
