Par_hole_1;Par_hole_2;Par_hole_3;Par_hole_4;Par_hole_5;Par_hole_6;Par_hole_7;Par_hole_8;Par_hole_9;Par_hole_10;Par_hole_11;Par_hole_12;Par_hole_13;Par_hole_14;Par_hole_15;Par_hole_16;Par_hole_17;Par_hole_18
4;4;4;3;5;4;4;3;4;5;4;5;3;4;3;4;3;5
