"Game_ID";"Score_hole_1";"Score_hole_2";"Score_hole_3";"Score_hole_4";"Score_hole_5";"Score_hole_6";"Score_hole_7";"Score_hole_8";"Score_hole_9";"Score_hole_10";"Score_hole_11";"Score_hole_12";"Score_hole_13";"Score_hole_14";"Score_hole_15";"Score_hole_16";"Score_hole_17";"Score_hole_18"
714;7;5;5;4;5;5;4;5;6;7;4;6;4;6;6;4;3;5
715;5;6;3;4;7;6;5;4;4;7;5;5;5;6;3;6;4;4
716;6;6;5;4;6;4;4;3;6;5;5;7;5;6;5;5;5;4
717;5;7;5;3;6;4;7;5;6;5;6;5;4;6;3;5;3;6
718;6;6;5;5;9;9;7;4;5;6;4;5;7;4;6;4;4;7
719;4;7;4;4;7;6;4;3;4;6;4;5;4;5;4;5;3;5
720;6;3;4;4;6;4;5;4;6;7;4;7;4;5;3;5;4;7
721;3;3;5;4;6;5;6;3;4;5;5;5;3;5;4;4;4;6
722;5;5;5;3;6;7;5;3;4;8;6;6;4;5;5;5;3;6
723;4;3;3;3;8;3;5;3;5;6;5;4;3;5;4;5;3;3
724;5;5;7;4;6;3;5;3;4;7;4;5;5;5;4;6;3;6
725;3;3;4;3;5;5;3;3;4;8;4;5;3;5;3;6;3;5
726;4;4;4;3;6;4;4;6;5;6;7;5;3;4;3;5;3;5
727;4;5;6;4;6;5;4;6;4;5;6;8;3;6;5;4;5;5
728;5;5;5;4;6;4;5;6;5;6;6;6;4;5;3;4;4;6
729;3;3;3;3;6;4;4;3;5;5;4;5;4;5;4;5;4;4
730;4;5;4;4;6;4;5;3;5;6;6;3;3;3;3;4;3;5
731;4;4;3;3;9;4;5;3;5;5;6;6;3;4;4;5;3;4
732;4;5;6;3;6;6;7;5;4;6;6;6;5;5;5;4;5;6
733;7;5;5;5;6;5;3;3;4;6;5;5;4;5;5;6;3;4
734;4;4;4;5;4;4;4;4;4;5;4;5;4;5;5;4;3;7
735;5;4;5;3;6;5;5;5;4;6;4;5;3;5;4;5;3;6
736;4;5;4;3;5;6;3;3;5;8;6;6;5;4;5;5;4;4
737;5;4;4;4;5;3;4;3;4;4;4;3;5;4;3;4;3;4
738;4;3;8;3;5;4;4;4;5;8;4;4;3;4;3;4;3;4
739;3;4;3;4;7;5;5;3;4;5;4;5;3;4;4;5;4;6
740;6;4;3;4;7;5;4;5;4;6;4;5;4;6;3;6;5;4
741;6;4;5;3;6;5;4;4;4;5;4;5;4;6;4;4;3;5
742;5;6;4;4;5;5;7;4;5;7;6;5;3;6;4;4;5;6
743;7;4;4;4;5;4;6;3;5;8;5;6;5;6;3;5;3;5
744;7;5;7;4;5;4;5;4;6;6;4;5;3;5;6;4;3;6
745;3;3;5;4;5;4;5;3;4;6;4;5;3;3;3;4;3;3
746;4;5;4;4;5;4;5;3;4;5;4;5;3;4;3;5;3;5
747;4;4;6;4;5;3;3;3;4;6;4;4;3;3;4;4;4;5
748;4;5;6;3;6;4;5;3;4;6;7;4;3;5;4;5;3;4
749;3;3;3;3;5;4;6;4;5;6;4;5;3;3;4;4;4;4
750;3;3;4;3;5;5;4;3;4;5;3;5;3;4;3;5;4;4
751;7;5;6;4;6;3;6;3;5;5;7;5;5;4;3;7;4;7
752;5;6;4;3;6;4;4;4;4;6;4;8;5;9;3;4;3;4
753;5;4;4;4;6;4;4;5;4;5;5;5;6;5;4;7;4;6
754;4;4;5;3;5;9;5;4;5;7;4;5;3;5;3;5;3;5
755;4;4;3;4;6;4;3;3;4;7;3;6;4;5;4;4;4;4
756;3;3;3;4;5;4;4;3;4;5;5;6;4;5;3;4;3;4
757;3;3;3;3;8;4;3;5;4;7;4;5;3;4;3;5;3;4
758;4;3;3;4;5;3;4;3;6;4;4;5;5;4;3;4;3;4
759;3;3;3;4;6;4;5;3;5;5;5;4;4;3;4;5;3;4
760;4;4;4;3;6;6;4;4;4;6;7;6;4;7;3;5;5;5
761;4;4;4;4;6;4;4;6;5;7;5;6;3;5;3;4;4;6
762;5;4;4;4;7;6;5;5;7;6;4;7;3;5;4;4;5;7
763;4;5;4;4;5;4;5;3;4;6;4;4;3;4;3;4;3;4
764;4;4;5;3;7;5;6;3;4;6;4;5;3;5;3;4;3;6
765;5;5;4;4;7;5;4;4;5;7;5;5;3;5;3;6;3;4
766;6;6;4;4;7;5;4;5;4;6;5;5;3;6;4;5;3;7
767;4;4;4;3;5;5;4;3;4;4;6;5;4;4;3;3;3;4
768;4;5;4;3;6;4;5;4;3;6;5;5;5;7;4;4;5;4
769;4;4;7;3;6;5;4;5;4;5;7;6;3;5;4;6;4;5
770;3;5;6;4;5;4;5;3;7;8;7;6;3;6;6;6;6;5
771;4;5;5;3;6;5;5;3;4;6;7;5;4;6;4;5;3;5
772;5;7;5;3;7;6;5;3;4;7;6;5;4;6;3;5;3;5
773;4;6;5;4;6;5;5;3;5;4;5;4;4;6;4;5;4;6
774;4;5;5;3;6;4;5;4;4;4;4;5;3;5;3;3;3;6
775;4;4;4;4;5;5;4;3;4;4;5;5;3;4;3;3;3;5
776;8;8;4;4;6;5;4;4;4;6;4;6;4;5;4;4;3;4
777;4;5;6;5;7;5;6;3;5;6;4;5;9;6;4;6;3;8
778;3;4;5;3;7;5;5;4;4;5;6;5;4;5;3;5;3;4
779;5;4;6;3;6;4;5;4;4;6;4;4;3;4;4;5;3;5
780;5;5;4;4;8;5;5;5;4;8;4;6;3;6;3;6;4;6
781;4;4;5;3;5;9;5;4;5;7;4;5;3;5;3;5;3;5
782;4;5;4;4;6;4;3;4;4;6;4;4;4;6;3;5;4;4
783;4;4;4;3;7;4;5;3;5;5;6;4;3;4;4;6;3;4
784;3;4;4;3;6;4;5;4;4;4;4;5;3;5;3;3;3;6
785;7;5;4;4;6;7;3;4;4;7;5;5;4;5;4;6;3;4
786;3;4;6;5;6;4;5;3;4;5;6;4;3;4;5;5;4;4
787;5;5;5;4;6;5;4;4;5;5;5;5;4;5;3;4;4;4
788;4;4;6;7;5;4;5;4;4;4;5;5;4;3;5;5;3;4
789;5;5;6;4;7;4;6;4;5;7;6;5;3;5;4;5;3;6
790;3;4;5;3;6;5;3;4;4;7;4;5;3;5;4;6;3;4
791;4;4;4;3;8;4;4;5;4;6;4;5;3;4;3;5;3;4
792;4;5;4;3;5;7;4;4;5;6;4;6;3;6;4;5;3;7
793;6;4;4;4;7;5;5;5;4;6;4;5;4;6;3;6;5;5
794;4;5;3;3;6;7;4;5;5;7;4;5;3;4;4;4;3;5
795;4;4;4;4;5;6;4;4;4;5;7;5;4;4;4;7;3;5
796;4;4;7;4;7;5;5;3;5;6;3;7;5;4;4;4;3;6
797;5;4;4;3;6;5;6;4;4;5;3;5;4;4;4;4;3;5
798;3;4;5;3;7;5;5;4;4;5;6;5;4;5;3;5;3;4
799;4;3;4;6;8;5;5;4;6;7;5;5;4;4;3;4;4;5
800;3;4;5;4;6;5;4;5;4;6;5;6;4;6;3;5;4;4
801;4;4;6;3;5;3;5;3;5;5;4;4;4;3;3;4;3;4
802;4;5;5;3;6;5;4;4;4;6;5;6;4;6;3;6;4;6
803;5;3;6;3;8;4;5;3;5;8;3;5;3;5;3;5;3;6
804;5;5;6;5;6;5;6;3;4;6;6;6;4;4;4;6;4;6
805;4;3;8;3;5;4;4;4;5;8;4;4;3;4;3;4;3;4
806;5;6;4;3;8;4;5;3;4;5;3;6;3;5;3;5;3;7
807;4;6;6;3;8;6;5;3;5;6;5;7;3;5;4;4;6;7
808;5;5;5;4;8;5;6;5;4;7;4;6;3;6;3;6;4;8
809;5;6;5;4;6;5;6;3;4;5;5;5;3;5;4;5;4;7
810;6;5;3;4;6;3;4;3;4;6;5;5;3;6;3;4;3;5
811;3;4;3;3;6;5;4;4;5;7;4;4;3;3;4;4;3;4
812;4;6;5;4;8;4;6;3;7;6;4;5;3;5;5;4;3;6
813;4;4;4;3;5;4;4;4;4;6;4;5;3;5;4;5;4;4
814;4;4;3;4;6;4;5;3;4;4;4;4;3;4;4;5;4;4
815;3;3;3;4;7;5;5;3;5;6;6;6;4;5;3;4;3;5
816;5;6;6;6;7;3;6;3;5;4;8;4;3;4;3;7;3;5
817;4;3;4;5;7;5;5;6;4;6;5;5;3;5;3;5;3;6
818;5;4;7;4;6;5;3;3;5;7;5;6;5;6;3;5;4;5
819;4;5;5;3;6;5;9;3;4;7;4;5;4;5;5;5;4;5
820;3;5;5;4;8;3;6;3;7;6;4;4;3;4;5;4;3;5
821;3;3;5;4;6;5;5;3;4;6;5;5;3;5;3;4;4;6
822;5;4;3;5;7;4;4;5;5;6;5;5;3;5;3;4;4;6
823;5;6;6;5;7;5;5;3;5;7;4;5;9;6;4;6;3;6
824;4;3;4;6;8;5;6;4;6;6;5;5;5;4;4;4;4;5
825;5;3;4;3;6;8;5;3;3;8;5;5;3;6;3;6;5;5
826;6;4;4;3;6;6;4;3;5;7;4;6;3;6;4;5;4;8
827;5;5;5;4;6;6;3;5;4;8;7;5;3;5;3;5;4;3
828;3;5;4;4;5;5;6;3;4;5;5;5;4;5;3;4;3;4
829;4;4;7;3;6;5;4;5;4;5;7;6;3;5;4;6;4;5
830;3;6;4;3;7;5;5;4;5;8;8;5;5;5;5;8;3;5
831;5;4;5;4;8;5;6;4;5;6;7;6;4;6;3;5;3;7
832;4;5;6;3;5;6;4;5;4;5;4;6;5;5;3;4;3;5
833;5;5;6;4;6;4;5;5;4;6;4;5;3;4;3;5;4;5
834;5;5;7;4;6;4;5;3;5;5;5;4;3;4;3;4;4;5
835;4;4;4;3;6;3;4;3;5;5;4;4;3;4;4;5;4;3
836;5;5;5;4;6;6;3;5;4;7;7;5;3;5;3;5;4;3
837;3;4;4;3;4;6;5;4;6;5;4;5;5;6;3;5;4;5
838;4;5;4;4;7;5;5;3;4;5;4;5;3;4;4;5;4;6
839;3;6;4;4;5;5;6;3;6;7;3;3;3;5;3;4;3;5
840;4;4;5;4;4;5;5;3;5;5;4;6;4;5;3;4;3;4
841;5;8;6;4;6;5;5;3;5;7;7;4;4;6;4;5;5;7
842;4;3;5;4;6;5;6;3;5;7;5;5;4;5;5;5;3;33
843;4;4;6;4;6;6;5;3;4;5;4;6;4;6;4;6;6;8
844;4;4;3;4;5;4;4;4;4;7;5;5;4;5;3;4;3;6
845;5;5;6;4;8;4;6;4;4;7;4;5;3;5;3;6;4;7
846;5;8;7;4;6;4;5;3;5;7;6;3;3;5;4;5;5;6
847;4;4;6;3;5;3;4;3;4;5;8;4;3;4;3;4;4;4
848;5;5;4;4;7;5;4;6;5;7;6;6;4;6;4;5;3;5
849;6;5;3;4;6;3;4;3;4;6;5;5;3;6;3;4;3;5
850;4;4;6;3;5;7;5;3;5;7;4;4;3;4;3;5;3;4
851;6;6;5;4;7;5;5;5;4;6;6;5;3;6;4;5;3;9
852;5;5;6;5;5;4;5;5;5;6;4;5;3;4;4;5;3;5
853;3;3;5;4;5;3;3;3;4;6;4;4;3;3;4;4;4;5
854;3;5;5;5;5;5;4;3;4;4;4;5;3;4;4;5;4;5
855;5;4;4;3;8;4;5;3;5;6;6;5;4;6;4;5;3;4
856;3;3;3;4;6;5;5;5;4;7;4;4;3;5;3;3;4;7
857;5;5;5;3;6;4;5;4;4;5;4;6;5;5;3;6;3;5
858;4;5;4;4;8;5;4;3;7;4;4;6;4;4;3;5;3;5
859;4;5;6;3;6;5;4;4;5;6;5;6;4;5;4;4;4;9
860;4;5;6;3;6;5;4;4;5;6;6;6;4;5;4;4;4;9
861;4;3;5;4;5;3;6;3;4;5;4;5;3;3;3;4;3;3
862;5;4;4;4;8;5;4;4;5;6;6;6;4;6;3;5;3;5
863;5;4;3;5;6;5;5;4;5;5;5;6;6;4;3;5;3;5
864;4;5;4;4;5;4;6;5;5;5;4;5;4;5;4;5;4;5
865;5;4;4;3;8;4;5;3;5;6;5;5;4;6;4;5;3;4
866;5;5;5;4;6;5;4;4;5;6;5;5;4;5;3;4;4;4
867;4;5;5;3;6;5;5;3;4;6;7;5;4;6;4;5;3;5
868;4;4;3;4;6;3;4;3;4;4;4;5;3;5;3;5;3;4
869;4;6;5;5;6;5;6;3;6;4;5;6;3;7;6;5;8;4
870;4;3;3;3;4;5;3;3;4;6;5;5;4;7;3;4;3;4
871;4;4;4;3;6;9;4;3;5;7;4;5;4;5;3;7;4;6
872;4;4;4;3;5;4;4;3;4;5;5;4;3;3;5;4;3;4
873;4;4;6;4;5;4;4;3;5;5;5;4;4;3;5;4;3;4
874;6;6;7;4;6;3;5;3;6;5;5;6;4;5;5;5;5;4
875;5;6;4;3;8;4;5;3;4;5;3;6;3;5;3;5;3;7
876;5;4;5;6;6;6;6;3;5;6;8;5;4;7;4;5;4;5
877;6;4;5;4;6;5;4;3;4;6;5;4;3;4;4;6;3;5
878;5;5;6;4;6;5;4;3;4;6;4;6;7;6;7;4;3;6
879;4;5;8;4;6;4;5;4;4;5;6;7;3;5;5;4;5;6
880;6;5;6;3;6;4;5;3;3;5;4;5;3;4;4;5;6;4
881;7;5;5;4;6;4;6;4;5;5;7;6;6;5;3;7;4;8
882;5;5;6;4;5;4;5;3;5;6;6;4;3;3;4;5;3;4
883;5;5;7;4;6;3;5;4;4;6;4;4;3;3;3;5;4;4
884;4;4;4;4;7;5;5;6;5;8;6;6;3;6;3;5;3;7
885;6;4;5;5;6;4;4;4;4;6;5;6;3;6;3;5;3;4
886;4;3;7;3;5;6;4;5;5;8;4;5;4;5;3;4;3;5
887;4;4;8;3;6;4;5;4;5;7;6;7;4;6;3;6;3;5
888;5;6;4;4;5;4;7;3;5;7;6;4;3;5;4;4;5;5
889;5;5;6;3;6;7;5;3;5;6;4;4;4;4;4;7;4;5
890;4;4;6;7;5;4;5;4;4;4;6;5;4;3;5;5;3;4
891;5;7;8;3;8;4;5;3;5;6;6;6;3;4;4;4;5;6
892;8;5;5;5;8;4;7;4;6;5;8;8;4;5;5;7;5;5
893;5;8;6;4;6;5;5;3;5;7;7;4;4;6;4;5;5;7
894;6;3;6;5;9;7;4;5;4;7;5;5;4;4;3;4;7;7
895;3;4;7;3;6;4;3;3;4;6;4;4;3;4;4;6;3;4
896;4;4;6;3;4;4;5;3;4;5;4;5;3;4;3;4;3;4
897;4;3;6;4;6;5;6;3;4;5;5;5;3;5;4;4;4;6
898;4;4;4;4;5;3;4;3;4;5;4;4;3;4;4;4;4;5
899;3;5;7;3;6;4;5;3;5;7;6;5;3;4;4;5;4;4
900;7;5;7;4;5;4;5;4;6;6;4;5;3;5;6;4;3;6
901;3;4;3;5;7;4;5;3;4;6;4;4;3;4;3;5;6;5
902;5;4;6;4;5;4;5;3;4;6;4;3;3;3;3;6;3;5
903;5;5;4;4;8;5;4;5;4;7;4;6;3;6;3;6;4;6
904;4;5;6;3;4;6;7;3;5;5;7;6;3;4;3;5;5;5
905;4;4;3;3;7;4;4;3;4;4;5;6;5;6;3;4;7;6
906;6;4;3;4;6;5;3;3;4;6;4;7;4;6;4;5;4;4
907;4;4;4;4;7;5;5;4;5;8;5;5;3;5;3;6;3;5
908;5;5;6;3;6;4;5;3;4;5;8;5;4;6;4;5;5;4
909;3;3;4;3;4;6;4;4;4;6;4;6;3;5;3;4;3;5
910;5;4;4;6;6;6;4;3;5;6;7;5;4;7;4;5;4;4
911;3;4;5;3;4;4;5;3;6;5;4;4;4;5;3;5;4;4
912;3;5;7;3;6;4;5;3;5;7;5;5;3;4;4;5;4;4
913;5;4;4;3;8;3;5;3;5;6;6;4;3;5;4;5;3;3
914;6;4;6;5;6;4;5;4;4;6;6;6;3;6;3;5;3;5
915;5;4;5;3;3;5;5;3;5;6;6;6;4;5;3;5;5;7
916;7;6;6;4;5;4;5;3;6;6;7;5;3;4;5;4;3;4
917;5;5;3;4;5;4;4;4;4;7;5;5;5;5;4;4;3;4
918;4;7;5;3;8;5;5;4;5;6;6;6;4;6;3;7;3;7
919;4;4;4;4;7;5;5;4;4;6;7;6;3;5;3;4;3;5
920;3;3;5;4;5;4;4;4;4;5;4;4;3;3;3;5;4;3
921;4;6;6;4;6;4;5;3;5;4;6;3;4;5;4;5;4;5
922;4;4;4;5;6;3;5;3;4;5;6;3;4;3;4;4;4;4
923;5;4;5;3;6;5;5;3;4;5;5;5;3;4;3;5;3;4
924;5;6;5;3;5;4;4;3;4;4;6;5;3;5;4;4;3;7
925;4;4;4;3;7;4;3;4;4;7;4;5;4;5;3;4;3;7
926;6;4;6;4;5;4;5;4;6;6;4;5;3;5;6;4;3;6
927;4;4;4;5;6;4;5;4;4;5;5;4;5;4;4;4;4;5
928;3;3;4;3;7;5;4;4;4;6;5;5;3;5;3;5;3;4
929;5;4;4;4;5;5;5;3;4;4;8;7;5;5;3;6;3;6
930;5;6;6;4;5;3;6;3;4;5;5;3;3;4;3;4;3;4
931;3;3;4;3;5;4;3;4;4;6;7;5;3;5;3;4;4;5
932;6;5;3;3;6;5;4;6;4;7;4;6;3;5;5;4;4;4
933;5;5;4;3;7;4;4;3;4;4;6;6;5;6;3;4;6;6
934;4;4;4;3;5;9;4;4;5;8;4;5;3;5;3;5;3;4
935;5;4;4;6;5;6;6;4;4;5;4;6;3;6;4;7;4;6
936;4;4;8;3;8;4;6;4;8;6;4;6;3;3;6;7;3;3
937;4;5;6;3;6;4;4;3;4;6;5;5;3;5;3;6;4;5
938;4;5;4;3;5;4;3;3;4;4;5;5;3;5;3;4;3;7
939;4;4;4;3;6;4;5;4;4;5;4;6;5;5;3;6;3;5
940;3;3;4;4;7;5;3;3;4;7;6;5;3;5;4;4;3;4
941;5;6;5;3;6;5;3;4;4;6;5;6;4;6;3;6;4;4
942;4;3;3;4;7;6;5;5;7;6;4;7;3;5;4;4;6;7
943;5;6;8;4;6;4;5;3;5;5;5;4;3;5;5;4;4;5
944;3;3;5;4;7;5;4;3;4;6;7;5;3;5;4;4;3;5
945;4;4;4;5;5;6;3;4;4;6;4;6;3;5;8;4;3;4
946;5;5;3;4;6;4;3;4;4;5;4;5;4;4;5;4;3;5
947;4;3;4;3;6;5;5;3;4;5;5;5;3;4;3;5;3;4
948;3;5;6;4;7;4;5;3;4;5;6;4;3;4;4;4;4;4
949;5;4;4;4;6;5;4;3;5;5;4;4;4;3;4;4;3;5
950;7;4;4;4;5;6;7;3;5;5;7;6;4;5;4;5;4;5
951;4;5;5;3;4;6;5;4;6;5;4;5;5;6;3;5;4;5
952;4;4;5;4;6;4;4;3;5;5;4;5;3;3;3;4;3;3
953;4;4;5;3;5;6;5;4;4;8;7;6;4;6;3;5;6;8
954;4;5;3;4;5;5;7;4;5;7;5;5;3;6;4;4;6;6
955;4;4;5;5;5;6;4;4;4;5;4;6;3;5;8;4;3;6
956;9;4;5;3;8;4;6;3;7;7;4;7;3;4;3;5;6;4
957;4;4;4;3;6;6;5;4;4;5;7;6;5;7;4;5;6;5
958;3;3;5;4;6;3;5;3;4;5;4;4;3;3;4;6;4;4
959;5;5;6;3;7;5;4;4;5;6;5;4;3;6;5;6;3;4
960;4;4;4;4;5;6;4;4;4;5;7;5;4;4;4;7;3;5
961;3;3;5;3;5;3;4;3;4;5;7;4;3;4;3;4;4;4
962;4;3;8;4;6;4;4;3;5;6;5;5;4;5;3;5;4;6
963;4;7;5;3;7;5;5;4;5;8;8;5;5;5;5;8;3;5
964;3;4;4;5;5;5;3;3;4;4;4;5;3;4;3;5;4;5
965;6;4;4;4;7;7;3;3;4;4;4;4;4;5;4;3;3;4
966;5;5;4;5;6;7;4;4;4;6;5;7;4;5;4;6;4;5
967;8;5;5;5;8;4;7;4;6;5;7;8;4;5;5;7;5;5
968;5;5;3;4;6;4;3;4;4;6;4;5;4;4;5;4;3;5
969;3;3;3;3;6;4;3;3;5;6;4;5;3;5;3;5;4;4
970;3;3;3;3;5;5;3;3;5;6;4;5;3;4;3;4;4;5
971;4;5;7;4;6;5;5;6;4;5;7;8;3;6;5;4;5;7
972;5;6;4;4;6;5;4;4;5;7;5;4;4;8;4;6;4;4
973;4;6;7;4;7;4;5;3;4;5;7;4;3;4;4;4;4;4
974;5;4;4;3;3;5;4;3;5;7;5;6;4;5;3;5;5;5
975;4;4;7;4;7;4;4;3;3;6;4;4;3;4;4;4;3;4
976;6;5;7;4;6;5;7;3;4;6;5;5;3;6;5;4;3;5
977;4;5;5;4;6;5;3;5;4;6;5;6;4;6;3;5;4;3
978;4;5;6;4;6;5;4;5;4;6;6;6;4;6;3;5;4;4
979;3;3;3;4;7;5;4;4;4;7;6;6;3;5;3;4;3;5
980;5;5;8;3;7;4;5;3;5;6;5;3;3;5;5;6;3;4
981;3;4;5;5;5;5;5;4;6;6;5;6;4;6;3;6;4;6
982;5;6;4;3;5;7;4;4;5;6;4;6;4;6;5;5;3;5
983;5;4;7;5;6;5;7;3;4;6;6;8;3;5;4;4;4;7
984;5;3;3;4;5;4;6;3;6;6;6;4;6;5;6;3;4;6
985;4;4;3;4;6;5;4;3;5;5;5;5;5;4;4;5;3;4
986;6;6;5;4;7;5;5;5;4;6;6;5;3;6;4;5;3;9
987;5;8;6;4;7;4;4;3;4;6;4;4;3;4;4;5;3;4
988;4;4;3;4;6;5;4;4;3;6;5;6;3;5;4;3;4;4
989;3;4;6;4;6;5;4;6;4;6;6;8;3;6;4;4;5;7
990;7;5;6;4;5;5;5;5;6;6;4;6;4;6;6;4;3;7
991;5;6;5;4;5;4;5;3;4;6;5;4;3;5;3;4;3;5
992;5;3;4;4;7;7;3;3;4;4;4;4;3;5;3;3;3;5
993;5;5;7;3;7;5;5;4;5;6;6;4;3;6;5;6;3;5
994;6;4;5;4;7;7;4;3;4;4;4;4;4;5;4;3;3;5
995;4;5;7;3;5;4;4;4;4;5;4;5;4;4;3;4;3;4
996;7;4;5;4;6;6;5;3;4;4;5;6;4;6;3;4;3;4
997;4;4;4;4;8;5;5;5;4;8;4;6;3;6;3;6;4;8
998;5;6;3;3;8;4;4;3;4;5;3;6;3;5;3;5;3;5
999;3;4;5;3;6;6;7;5;4;6;5;6;5;5;5;4;6;6
1000;5;3;5;3;8;6;4;3;5;9;3;6;3;6;3;5;3;7
1001;4;5;5;3;4;6;5;4;6;5;4;5;5;6;3;5;4;5
1002;5;4;4;4;5;4;5;3;4;4;7;6;4;4;3;6;3;5
1003;4;5;3;4;5;5;4;3;4;6;4;5;3;5;3;4;3;4
1004;4;4;5;3;5;4;5;4;4;5;4;5;3;5;4;5;4;5
1005;4;3;6;4;6;5;6;3;4;5;6;5;3;5;4;4;4;6
1006;3;5;3;4;8;5;6;4;5;6;7;5;3;7;4;6;5;8
1007;5;4;5;5;6;7;6;4;4;7;5;9;4;6;4;4;4;6
1008;3;3;5;3;7;4;5;3;4;5;5;4;3;4;3;5;3;3
1009;3;4;3;5;7;6;5;4;4;6;4;5;4;5;3;5;6;6
1010;4;5;4;4;5;4;5;3;4;5;4;5;3;4;3;5;3;5
1011;3;4;4;4;6;4;4;4;4;5;4;4;4;6;3;5;4;5
1012;6;4;5;3;8;6;4;3;5;9;3;6;4;6;3;5;3;5
1013;4;4;6;3;5;3;6;3;3;5;6;4;3;3;4;5;3;4
1014;5;4;5;4;5;4;4;4;4;5;6;5;3;4;4;5;4;6
1015;5;4;4;3;6;6;4;4;5;6;5;5;3;5;3;6;3;4
1016;4;5;5;3;6;5;3;4;5;7;5;6;4;5;4;4;4;7
1017;4;5;4;4;8;5;4;3;7;4;4;6;4;4;3;5;3;5
1018;6;6;5;4;6;6;6;3;4;6;6;5;4;4;4;4;4;6
1019;4;4;3;4;6;5;5;3;4;6;5;6;4;4;5;5;4;4
1020;5;4;5;4;6;4;5;3;4;7;4;4;4;5;3;5;3;6
1021;5;5;4;3;6;4;3;6;5;6;7;5;3;4;3;5;3;4
1022;8;8;4;4;6;5;4;4;4;7;4;6;4;5;4;4;3;4
1023;4;4;5;4;6;4;4;5;4;7;4;5;3;4;3;5;4;5
1024;4;4;4;3;6;4;4;3;5;5;4;5;4;5;4;5;4;4
1025;4;3;4;5;6;5;4;4;5;6;6;5;3;8;3;6;3;6
1026;3;5;3;4;5;7;6;3;6;7;3;4;3;6;3;4;3;6
1027;5;7;5;3;7;6;4;3;7;7;5;4;4;5;5;4;3;4
1028;4;8;5;3;4;4;5;3;4;6;6;5;3;5;3;5;5;4
1029;5;5;6;4;6;4;5;3;4;7;4;6;6;6;4;6;3;7
1030;3;5;6;4;5;4;5;4;3;6;3;3;3;3;3;4;4;4
1031;4;5;6;3;6;6;7;5;4;6;5;6;5;5;5;4;5;6
1032;5;4;6;4;5;3;4;3;4;5;5;4;3;3;4;5;4;5
1033;4;6;5;3;7;6;4;3;7;7;5;4;3;5;4;4;3;5
1034;4;4;4;3;9;4;6;3;4;6;6;5;4;0;5;4;3;4
1035;6;4;3;4;5;4;4;4;4;6;4;5;4;4;5;4;3;4
1036;5;3;4;4;7;7;4;3;4;4;4;4;4;5;4;3;3;5
1037;4;4;3;3;5;5;3;3;4;4;5;5;4;4;3;4;4;4
1038;5;6;4;4;5;5;7;4;5;7;6;5;3;6;4;4;5;6
1039;3;3;3;4;6;5;5;3;5;5;5;5;5;4;4;5;3;5
1040;5;6;4;4;6;5;3;4;5;5;5;6;4;5;4;5;3;4
1041;4;4;6;3;5;3;5;3;4;5;3;6;4;3;3;5;3;4
1042;5;4;5;4;5;6;5;3;4;6;4;4;3;4;3;6;3;6
1043;4;6;3;3;6;5;4;3;5;6;4;5;3;5;4;5;3;3
1044;3;3;3;3;4;4;4;3;4;5;4;5;4;4;4;4;4;5
1045;6;4;3;4;5;4;5;4;4;5;4;5;4;4;5;4;3;5
1046;3;4;6;4;6;5;4;4;4;7;5;6;4;5;3;5;4;5
1047;3;5;5;4;7;5;4;3;4;6;6;5;3;5;3;4;4;5
1048;5;4;4;3;6;5;6;4;4;5;3;5;4;4;4;4;3;5
1049;5;5;5;4;6;4;6;3;4;6;6;4;3;3;4;4;4;5
1050;4;3;4;3;6;6;3;3;5;6;4;6;3;4;3;4;3;4
1051;4;3;4;4;5;4;5;3;4;6;4;6;3;4;3;4;3;4
1052;3;4;5;3;6;5;4;4;5;6;5;6;4;5;4;4;4;9
1053;5;5;5;3;7;4;4;4;6;7;5;6;5;5;3;4;6;6
1054;4;4;4;4;7;4;5;3;4;6;7;5;3;4;3;4;3;4
1055;5;4;5;4;6;5;5;3;5;6;5;5;5;5;7;5;3;8
1056;4;4;4;5;4;4;4;4;4;5;4;5;4;5;5;4;3;7
1057;4;3;5;4;6;5;4;3;4;5;5;5;3;5;4;4;4;4
1058;3;4;3;3;5;5;5;3;4;7;6;7;4;4;4;4;3;6
1059;4;4;5;3;5;5;4;3;4;7;4;5;4;5;4;6;3;5
1060;5;6;6;4;6;4;5;3;5;7;5;3;3;7;4;6;4;5
1061;6;5;5;3;6;5;5;3;5;6;8;6;4;4;3;5;3;5
1062;4;5;5;3;7;5;7;5;5;6;7;5;4;6;4;5;3;6
1063;5;4;4;3;8;3;5;3;5;6;5;4;3;5;4;5;3;3
1064;4;6;3;3;6;5;5;3;5;7;4;5;3;5;4;5;3;3
1065;4;5;6;3;6;6;7;5;4;6;6;6;5;5;5;4;5;6
1066;6;6;6;4;7;4;5;4;4;6;6;4;3;5;4;5;3;8
1067;3;3;3;3;5;5;4;4;4;6;5;5;4;5;3;4;3;4
1068;5;5;7;3;7;5;5;4;5;6;6;4;3;6;5;6;3;5
1069;4;4;4;4;6;4;7;3;4;6;5;5;3;3;5;5;4;4
1070;5;7;5;3;6;5;5;3;4;6;6;6;5;5;5;5;4;5
1071;6;4;4;4;7;4;5;4;4;6;4;4;3;5;3;6;5;4
1072;3;3;5;4;7;5;4;3;4;6;7;5;3;5;4;4;3;5
1073;4;6;6;4;7;5;5;3;4;5;7;5;4;5;4;4;4;5
1074;4;4;6;4;5;6;5;4;5;5;6;5;3;5;3;4;3;6
