"Game_ID";"Score_hole_1";"Score_hole_2";"Score_hole_3";"Score_hole_4";"Score_hole_5";"Score_hole_6";"Score_hole_7";"Score_hole_8";"Score_hole_9";"Score_hole_10";"Score_hole_11";"Score_hole_12";"Score_hole_13";"Score_hole_14";"Score_hole_15";"Score_hole_16";"Score_hole_17";"Score_hole_18"
351;4;4;4;3;5;6;4;4;4;9;6;6;4;6;3;5;6;6
352;6;4;4;4;7;7;3;3;4;4;4;4;4;5;4;3;3;4
353;5;5;5;4;6;4;5;6;5;6;5;30;4;5;3;4;4;6
354;5;5;6;4;6;5;5;4;5;5;6;5;4;5;3;4;4;6
355;4;7;5;4;5;5;5;3;4;6;9;7;4;6;4;5;3;5
356;7;5;4;3;6;6;4;3;5;6;4;6;4;6;5;5;4;6
357;4;4;4;4;6;6;6;4;5;9;6;5;5;6;3;4;6;6
358;3;3;5;4;7;4;4;3;4;6;6;4;3;4;4;4;3;4
359;4;5;5;3;5;6;4;3;5;7;7;6;5;4;5;5;4;5
360;5;4;4;5;6;5;6;4;5;6;4;5;4;5;4;4;3;5
361;5;5;5;4;6;6;6;4;5;9;6;5;5;6;3;4;5;6
362;4;5;6;4;6;5;3;4;4;8;5;6;4;5;3;5;4;4
363;4;5;7;4;7;4;5;4;5;5;4;5;4;5;4;5;3;6
364;5;5;4;4;7;5;5;5;4;6;5;5;3;6;4;5;3;9
365;5;5;5;4;6;4;5;3;6;5;5;7;5;6;5;5;6;5
366;5;4;4;6;5;6;6;4;4;5;4;6;3;6;4;7;4;6
367;5;5;5;4;5;6;5;3;5;6;6;5;3;3;4;5;3;5
368;7;5;6;4;6;5;4;3;4;6;5;4;3;4;4;6;3;5
369;4;3;7;4;6;4;6;3;4;5;6;4;3;4;4;4;4;5
370;6;5;6;4;7;3;5;3;4;7;9;4;5;3;5;5;4;3
371;6;4;5;3;6;4;5;3;4;6;5;6;3;4;6;4;3;7
372;6;7;6;7;6;4;6;3;6;6;4;6;3;4;5;5;3;4
373;3;4;3;4;7;4;5;3;4;5;4;4;3;3;4;5;4;5
374;7;4;8;5;9;5;4;4;4;7;6;4;3;3;3;4;6;6
375;3;3;3;4;6;5;5;4;3;6;5;6;3;5;4;3;4;5
376;4;4;4;3;6;7;4;3;4;9;5;6;3;5;4;5;3;6
377;6;4;6;3;6;4;4;3;4;5;4;4;3;5;4;4;3;4
378;5;6;3;4;7;6;4;4;4;6;5;5;5;6;3;6;4;4
379;7;5;5;4;7;6;5;3;6;7;6;5;5;6;4;8;4;6
380;5;5;4;3;6;4;4;4;4;6;4;6;5;5;3;6;3;4
381;3;4;3;4;5;4;5;3;4;6;4;4;3;4;3;4;3;4
382;5;5;6;3;6;3;5;3;4;5;4;5;4;4;3;6;3;4
383;4;4;5;4;5;4;5;3;4;5;4;5;3;6;3;5;3;5
384;4;4;6;3;5;3;4;3;4;5;7;4;3;4;3;4;4;4
385;7;5;5;4;5;5;4;5;6;6;4;6;4;6;6;4;3;5
386;5;7;4;3;7;6;4;3;4;8;5;5;4;6;3;5;3;4
387;6;5;8;4;6;4;7;3;4;6;5;4;3;5;5;4;3;4
388;3;3;5;3;5;3;6;3;3;5;5;4;3;3;4;5;3;4
389;7;6;4;4;6;4;4;4;4;6;5;6;4;7;3;4;3;6
390;6;4;6;3;6;4;6;4;5;5;4;7;6;6;4;7;4;5
391;5;4;6;4;5;3;6;3;4;5;4;5;3;3;3;4;3;3
392;4;5;5;3;6;5;5;3;4;6;6;5;4;6;4;5;3;5
393;7;5;4;4;7;6;4;3;6;7;5;5;5;6;4;8;4;4
394;5;7;5;3;6;4;7;5;6;5;5;5;4;6;3;5;3;6
395;5;4;5;3;6;5;5;3;4;5;6;5;3;4;3;5;3;4
396;3;5;5;4;5;6;5;5;3;6;3;4;4;3;3;4;4;5
397;5;4;5;3;6;4;5;3;5;6;7;5;3;3;3;5;3;4
398;6;5;3;5;6;5;4;4;5;6;5;6;6;4;3;5;3;4
399;4;4;6;4;6;4;5;3;5;5;5;4;3;4;3;4;4;5
400;5;4;6;4;6;5;7;3;5;6;6;5;5;5;7;5;3;33
401;5;4;5;3;5;5;6;4;7;6;6;6;6;6;4;5;4;5
402;5;5;6;3;7;3;4;3;6;7;5;5;4;4;3;4;6;5
403;3;3;3;5;4;4;3;4;4;6;4;5;4;5;4;4;3;7
404;5;4;6;4;6;5;7;3;5;6;6;5;5;5;7;5;3;33
405;4;3;3;3;5;5;3;3;4;7;6;4;3;5;3;5;4;6
406;7;5;6;3;6;4;5;3;5;6;4;5;3;5;5;5;4;7
407;4;4;5;3;5;4;5;3;5;5;4;5;5;3;3;4;3;5
408;7;4;4;4;5;4;5;3;5;7;5;6;5;6;3;5;3;5
409;7;5;5;3;6;6;5;3;5;6;4;6;4;6;5;5;4;8
410;5;4;4;4;5;4;4;3;4;4;4;4;6;5;3;4;3;5
411;5;7;6;3;7;5;4;4;6;6;6;6;4;6;4;6;3;6
412;5;4;4;5;5;5;4;3;3;6;6;5;5;5;4;4;3;6
413;3;3;4;3;5;4;5;3;3;6;5;5;3;3;3;5;3;5
414;5;5;6;4;6;5;4;3;4;6;4;6;7;6;7;4;3;6
415;5;4;4;5;5;4;4;3;3;6;6;4;4;4;4;4;3;5
416;5;4;3;3;6;5;4;4;4;5;3;5;4;4;4;4;3;4
417;4;4;4;4;6;4;7;4;5;6;6;6;4;5;4;5;3;5
418;6;5;5;3;6;5;5;3;5;6;7;6;4;4;3;5;3;5
419;4;4;4;4;6;4;4;4;4;6;4;5;3;4;4;6;4;4
420;4;4;4;4;6;4;5;3;5;5;6;4;4;3;4;5;3;4
421;4;4;3;3;8;4;3;5;4;7;4;5;3;4;3;5;3;3
422;6;4;6;3;6;4;4;3;4;5;4;4;3;5;4;4;3;4
423;7;5;6;4;4;5;5;6;7;5;7;7;6;5;3;5;4;4
424;3;3;5;7;5;4;5;4;4;4;5;5;4;3;5;5;3;4
425;6;4;4;3;5;4;4;3;4;6;5;5;4;5;4;6;3;4
426;7;7;5;4;6;4;5;3;4;6;4;5;3;4;4;4;3;4
427;4;4;6;4;6;4;5;3;4;9;5;4;3;4;3;4;4;7
428;4;5;6;3;5;6;4;5;4;5;4;6;5;5;3;4;3;5
429;6;3;5;4;5;3;7;3;5;7;5;5;4;5;3;5;3;6
430;4;4;3;4;6;4;4;3;4;6;3;6;4;5;4;4;4;5
431;4;5;5;3;5;6;4;3;5;7;6;6;5;4;5;5;4;5
432;4;4;4;4;9;5;8;3;5;5;3;4;4;4;4;5;3;5
433;5;4;5;4;6;4;6;5;4;5;5;5;6;5;4;7;4;8
434;7;4;5;4;5;4;7;3;5;7;5;6;5;6;3;5;3;7
435;5;6;5;7;6;4;6;3;6;6;4;6;3;4;5;5;3;4
436;4;6;4;3;5;5;6;4;3;5;4;4;4;5;4;4;3;5
437;4;5;4;3;5;5;5;3;4;7;6;7;4;4;4;4;3;6
438;6;7;6;7;6;4;6;3;6;6;4;6;3;4;5;5;3;4
439;5;7;5;3;7;6;5;3;4;7;5;5;4;6;3;5;3;5
440;4;7;6;4;5;3;4;3;5;5;4;5;3;4;4;4;4;4
441;4;5;5;4;7;4;6;5;5;6;4;5;4;5;4;4;4;6
442;4;4;4;4;5;4;4;3;4;5;6;4;3;3;4;7;3;4
443;5;4;5;5;7;5;6;6;4;5;6;5;4;5;3;5;3;6
444;6;5;4;4;5;4;4;4;4;6;5;6;4;6;4;5;3;4
445;5;7;6;3;6;3;7;4;6;5;5;4;3;5;3;5;3;5
446;3;4;5;3;5;6;3;5;4;6;4;6;4;5;3;4;3;5
447;6;5;4;3;6;4;6;4;4;7;4;5;3;4;5;4;4;5
448;5;4;4;4;7;4;5;4;7;6;4;6;3;4;4;4;5;6
449;4;3;5;4;5;4;5;3;4;6;4;3;3;3;3;6;3;5
450;5;5;4;4;7;5;5;4;5;8;5;5;3;5;3;6;3;4
451;3;5;6;3;6;6;5;4;5;7;5;6;4;5;4;5;4;5
452;6;4;6;3;8;6;5;3;5;8;3;6;4;6;3;5;3;7
453;4;4;6;4;6;3;5;3;4;5;4;4;3;3;4;6;4;4
454;4;4;5;4;4;5;5;3;5;5;4;6;4;5;3;4;3;4
455;5;4;4;4;6;4;5;5;4;6;5;5;6;5;4;7;4;6
456;5;5;8;3;7;4;5;3;5;6;6;3;3;5;5;6;3;4
457;7;5;5;4;7;6;5;3;6;7;6;5;5;6;4;8;4;6
458;3;7;5;3;4;3;5;3;4;6;5;4;3;4;3;5;6;3
459;4;6;5;5;6;6;5;3;5;5;4;6;4;5;4;8;5;6
460;4;4;4;5;6;4;5;4;4;5;6;4;5;4;4;4;4;5
461;5;6;4;3;8;3;5;3;4;5;3;5;3;4;3;5;3;6
462;8;5;4;5;8;4;5;4;6;5;7;8;4;5;5;7;5;4
463;6;4;6;4;7;5;4;3;4;4;4;3;3;4;4;3;3;4
464;3;4;6;4;6;5;3;4;4;8;5;6;3;5;3;5;4;5
465;4;4;6;4;5;3;3;3;4;6;4;4;3;3;4;4;4;5
466;5;4;6;4;6;5;7;3;4;6;5;5;3;6;5;4;3;5
467;6;4;4;4;6;5;4;3;4;6;4;7;4;6;4;5;4;5
468;4;4;4;4;7;5;5;4;4;6;7;6;3;5;3;4;3;5
469;5;6;5;4;7;5;5;5;6;7;5;6;4;6;4;6;6;6
470;5;5;5;3;7;4;4;4;4;6;4;5;6;5;4;4;3;7
471;4;6;4;3;6;4;6;3;5;6;4;4;3;4;4;5;3;3
472;5;5;4;3;7;4;3;4;6;8;5;6;5;5;3;4;6;4
473;5;3;3;4;7;5;5;5;4;6;4;5;4;6;3;6;6;5
474;5;6;6;3;5;3;4;3;4;4;6;4;3;4;4;4;3;6
475;4;4;5;3;7;3;4;3;4;6;5;3;3;4;3;5;4;5
476;4;6;5;5;6;6;5;3;5;5;4;6;4;5;4;8;5;6
477;4;4;6;4;5;6;5;4;5;5;6;5;3;5;3;4;3;6
478;5;5;6;4;6;4;5;5;4;6;4;5;3;4;3;5;4;5
479;3;5;3;4;5;5;5;3;4;6;5;5;4;5;3;4;3;3
480;5;5;7;4;6;4;4;4;4;7;7;4;3;4;3;5;4;3
481;7;5;5;4;6;4;6;4;5;5;6;6;6;5;3;7;4;8
482;4;4;3;4;6;4;5;3;3;6;5;5;3;4;4;3;4;4
483;5;5;7;4;6;4;5;3;5;5;6;4;3;4;3;4;4;5
484;4;7;6;3;7;4;5;3;5;8;8;4;4;4;5;8;3;4
485;5;5;5;3;7;4;4;3;4;6;6;4;3;5;3;5;4;6
486;4;4;5;4;5;4;5;3;4;5;4;5;3;6;3;5;3;5
487;6;6;6;5;9;7;7;3;5;6;4;4;6;3;6;4;4;6
488;5;5;5;5;6;7;6;4;4;6;6;7;4;5;4;6;4;7
489;4;5;4;3;7;7;4;3;6;5;6;5;3;5;3;6;3;5
490;4;5;7;4;7;4;5;4;5;5;4;5;4;5;4;5;3;6
491;6;4;4;4;7;6;4;3;6;8;5;5;4;6;3;8;4;6
492;4;5;6;4;5;4;6;3;4;5;4;4;3;5;3;4;3;3
493;3;4;6;3;6;4;4;3;5;6;5;5;3;4;4;4;4;8
494;4;4;5;3;6;4;3;3;4;5;4;5;4;5;3;5;3;5
495;4;4;4;4;5;4;4;4;4;5;4;5;3;5;4;4;4;6
496;3;5;5;4;6;4;5;3;5;4;5;3;5;5;4;5;4;5
497;5;4;4;4;5;6;4;3;4;7;4;4;3;4;3;6;3;4
498;4;7;4;3;7;5;4;4;5;8;8;5;5;5;5;8;3;4
499;4;3;6;5;6;5;7;3;4;6;5;8;3;5;4;4;4;7
500;5;6;4;3;5;4;3;3;4;4;5;5;3;5;4;4;3;5
501;7;6;4;4;6;3;4;3;4;6;6;5;3;6;3;4;3;5
502;4;4;7;3;8;6;6;6;8;6;4;7;4;4;6;7;3;4
503;3;4;6;5;5;4;6;3;6;5;5;5;4;5;4;6;4;5
504;5;4;4;5;5;5;4;3;3;6;6;5;5;5;4;4;3;6
505;4;4;4;4;6;4;5;3;5;5;5;4;4;3;4;5;3;4
506;5;5;4;4;6;6;5;4;5;30;6;5;5;6;3;4;5;4
507;5;5;6;4;6;4;5;5;4;6;4;5;3;4;3;5;4;5
508;5;4;4;4;8;5;5;4;5;7;6;6;4;6;3;5;3;5
509;4;4;5;3;7;5;6;3;4;6;4;5;3;5;3;4;3;6
510;4;3;4;4;8;5;5;4;5;7;6;6;3;6;3;5;3;7
511;3;4;4;3;6;5;9;3;4;7;4;5;4;5;5;5;4;5
512;4;4;4;3;7;6;5;4;5;5;6;5;4;5;4;6;3;5
513;5;4;3;5;7;3;5;4;5;5;5;4;3;4;4;4;4;5
514;3;5;3;5;7;6;4;4;4;6;4;5;4;5;3;5;5;4
515;7;5;6;4;4;5;5;6;7;5;7;7;6;5;3;5;4;4
516;5;5;6;3;7;3;4;3;6;7;6;5;4;4;3;4;6;5
517;5;5;5;3;6;9;5;3;5;6;4;5;5;5;4;7;4;6
518;3;3;4;3;5;9;5;4;5;7;4;5;3;5;3;5;3;5
519;3;3;3;4;5;4;4;3;4;5;6;4;3;3;4;7;3;4
520;4;6;6;4;7;5;5;3;4;5;7;5;4;5;4;4;4;5
521;5;4;5;4;5;3;5;3;4;5;5;5;3;5;4;5;3;4
522;7;5;6;3;6;4;5;3;5;6;4;5;3;5;5;5;4;7
523;4;4;3;4;5;4;3;3;4;6;5;6;4;5;3;4;3;3
524;5;6;4;4;7;4;6;3;4;6;5;4;4;5;3;6;4;5
525;4;3;5;6;6;4;6;3;5;6;7;4;3;6;4;5;4;4
526;5;5;5;4;8;5;6;5;4;7;4;6;3;6;3;6;4;8
527;4;5;7;3;6;5;6;3;4;6;6;5;4;7;4;5;3;5
528;5;5;6;3;7;5;4;4;5;7;5;4;3;6;5;6;3;4
529;3;4;6;3;7;4;5;3;4;5;6;4;3;4;3;5;3;3
530;4;3;4;3;5;4;4;5;5;6;5;5;4;3;3;4;5;5
531;5;5;6;4;5;6;4;4;5;5;6;5;5;4;5;4;3;5
532;4;4;4;7;5;6;4;6;4;4;5;6;5;4;5;5;3;4
533;5;5;4;5;9;9;7;4;5;6;4;5;7;4;6;4;4;7
534;5;5;5;3;5;5;5;3;6;5;4;5;3;4;3;4;4;5
535;5;3;4;3;4;4;4;3;4;5;5;4;4;6;4;4;3;3
536;3;3;6;4;7;4;4;3;4;6;6;4;3;4;4;4;3;4
537;3;4;4;4;5;3;8;4;4;5;4;3;3;3;3;4;3;4
538;4;4;5;3;5;4;5;3;6;5;4;4;3;3;3;4;4;4
539;5;6;4;7;6;6;6;4;6;6;4;7;4;5;5;5;3;5
540;6;4;4;4;5;4;6;3;6;6;6;4;6;5;6;3;4;6
541;6;4;4;4;6;5;4;3;4;6;4;7;4;6;4;5;4;5
542;6;3;3;4;5;6;6;3;5;6;6;6;3;5;3;5;4;5
543;4;5;4;4;6;5;5;3;4;6;5;5;3;5;3;5;4;7
544;3;4;5;3;6;6;4;4;5;8;5;6;3;5;3;5;4;5
545;3;4;3;4;5;5;5;3;4;6;5;5;3;5;3;4;3;4
546;5;4;4;4;7;6;5;5;7;6;4;7;3;5;4;4;5;7
547;5;5;4;5;5;7;4;3;5;6;6;6;4;5;4;6;5;4
548;5;4;6;4;8;4;5;3;4;7;5;4;3;5;3;3;4;6
549;6;4;6;3;6;4;6;4;5;5;4;7;6;6;4;7;4;5
550;6;5;5;3;6;6;5;3;3;5;4;6;3;5;4;5;6;5
551;3;3;7;3;8;4;6;4;8;6;4;6;3;3;6;7;3;3
552;4;6;5;3;6;4;5;3;4;6;5;5;4;4;5;5;4;4
553;4;5;7;3;5;4;4;4;4;5;4;5;4;4;3;4;3;4
554;7;6;4;4;6;4;4;4;4;6;5;6;4;7;3;4;3;6
555;5;4;6;3;5;4;4;3;4;7;3;3;3;4;3;4;4;4
556;6;5;4;5;6;5;5;4;5;5;6;6;6;4;3;5;3;5
557;4;4;3;4;7;3;5;3;4;6;5;5;4;6;3;4;3;6
558;4;4;4;5;8;4;3;4;5;7;4;4;4;4;3;7;3;6
559;3;3;6;4;6;4;6;3;4;5;5;4;3;4;4;4;4;5
560;4;6;4;3;5;4;6;3;3;5;4;3;3;4;4;4;3;4
561;4;5;3;3;6;6;6;4;5;7;4;4;4;5;4;5;3;7
562;6;4;4;3;6;8;4;3;3;7;5;5;3;6;4;6;5;4
563;5;4;7;4;6;5;3;3;5;6;5;6;5;6;3;5;4;5
564;4;5;8;4;6;4;4;3;4;7;6;5;3;4;3;5;4;4
565;4;4;3;4;6;5;4;3;5;6;5;5;5;4;4;5;3;4
566;5;5;4;4;6;6;6;3;4;6;6;5;4;4;4;4;4;6
567;5;6;5;6;7;4;6;4;5;4;9;5;4;5;3;7;3;6
568;4;3;7;4;6;5;4;3;5;6;5;6;5;6;3;5;4;7
569;4;4;3;4;6;4;4;4;4;5;4;5;4;4;5;4;3;7
570;5;6;5;4;5;4;6;3;4;5;5;4;4;5;3;4;3;5
571;5;6;4;3;6;4;4;4;4;7;4;8;5;9;3;4;3;4
572;5;4;6;3;5;4;6;3;7;6;6;5;5;5;4;5;4;4
573;3;4;4;4;5;4;8;3;4;5;4;4;3;4;3;4;3;5
574;4;5;5;5;5;5;5;4;6;6;5;6;5;6;4;6;4;4
575;7;6;4;4;6;4;4;4;4;6;6;6;4;7;3;4;3;6
576;4;7;6;4;6;4;4;4;4;7;6;8;3;5;4;5;5;7
577;6;5;3;5;7;4;4;5;5;6;5;5;4;5;4;4;4;4
578;5;4;6;3;5;4;5;3;4;5;6;4;3;5;4;4;3;5
579;4;7;5;3;7;5;5;4;5;8;9;5;5;5;5;8;3;5
580;4;4;4;3;4;4;5;3;4;5;4;5;3;4;3;4;3;5
581;5;4;5;4;8;5;6;4;5;6;6;6;4;6;3;5;3;7
582;4;5;6;4;6;5;4;5;4;6;5;6;4;6;3;5;4;4
583;3;3;4;4;6;4;4;4;4;6;4;5;3;4;3;6;4;5
584;7;6;5;5;6;6;8;3;5;5;6;5;4;5;3;6;3;7
585;3;4;5;3;6;6;5;4;5;7;5;6;4;5;4;5;4;5
586;3;3;3;3;5;5;5;5;5;7;4;6;3;4;3;4;4;5
587;5;4;5;4;6;4;5;3;4;7;4;4;4;5;3;5;3;6
588;4;4;4;4;9;4;8;3;5;5;3;3;4;3;4;5;3;4
589;4;4;7;3;8;6;6;6;8;6;4;7;4;4;6;7;3;4
590;5;3;4;3;6;4;5;3;4;6;5;6;3;4;6;4;3;7
591;5;5;6;4;7;4;6;3;5;7;6;4;3;4;3;6;3;4
592;4;5;6;5;6;5;5;4;4;5;7;5;4;5;5;5;4;5
593;4;4;5;4;4;5;5;3;4;6;4;4;3;4;3;4;3;7
594;4;5;7;4;7;4;5;4;5;5;4;5;4;5;4;5;3;6
595;3;3;5;3;4;4;5;3;4;5;4;5;4;4;4;4;4;4
596;4;5;4;4;5;4;5;3;4;5;4;5;3;4;3;5;3;5
597;3;4;6;3;6;5;3;4;4;6;4;5;3;5;4;6;3;5
598;3;5;5;4;7;5;5;3;4;5;6;5;4;5;4;4;4;5
599;6;5;3;5;7;4;4;5;5;5;5;5;4;5;4;4;4;4
600;3;3;4;4;6;5;4;4;4;30;5;5;3;5;3;4;4;8
601;4;7;6;4;6;4;5;3;5;7;6;3;3;5;4;5;6;6
602;4;4;4;3;5;5;4;3;4;4;5;5;4;4;3;3;3;4
603;6;4;5;3;6;5;4;4;4;5;4;5;4;6;4;4;3;5
604;5;5;4;3;7;3;4;3;4;4;5;5;4;5;3;4;6;5
605;5;4;4;3;6;5;4;5;4;6;4;5;3;5;4;5;3;4
606;4;5;3;3;8;4;4;3;4;6;3;6;3;5;3;5;3;7
607;3;4;5;3;5;6;4;5;4;5;4;6;5;5;3;4;3;5
608;7;5;4;4;7;6;4;3;6;8;5;5;5;6;4;8;4;4
609;5;4;3;4;5;5;4;3;4;4;7;7;5;5;3;6;3;4
610;4;4;4;3;5;9;4;4;5;7;4;5;3;5;3;5;3;4
611;3;5;6;3;5;5;3;4;4;5;3;5;4;8;3;4;3;5
612;4;4;7;4;6;4;5;3;4;5;4;5;3;5;4;6;6;7
613;5;3;5;5;6;4;4;4;4;7;5;6;3;6;3;5;3;5
614;4;4;3;4;7;5;4;4;4;6;6;6;3;5;3;4;3;4
615;4;5;3;4;7;6;6;4;4;6;5;5;5;6;3;6;4;6
616;6;5;7;4;6;5;7;3;4;6;6;5;3;6;5;4;3;5
617;3;4;4;3;7;5;4;4;4;5;5;5;4;5;3;5;3;3
618;6;5;4;5;6;4;5;3;5;5;5;5;5;3;3;5;3;4
619;6;5;4;4;5;6;5;4;6;6;6;6;3;5;5;4;3;5
620;5;6;4;4;7;4;6;3;4;6;6;4;4;5;3;6;4;5
621;5;4;6;3;6;4;5;4;4;6;4;4;3;4;4;5;3;5
622;4;4;6;5;5;4;4;3;4;5;4;5;3;4;8;4;3;5
623;3;5;4;4;5;5;6;3;4;5;6;5;4;5;3;4;3;4
624;5;6;5;6;7;4;6;4;5;4;9;5;4;5;3;7;3;6
625;5;5;6;3;6;5;5;3;4;8;5;5;3;4;5;5;3;5
626;4;4;5;7;5;6;5;6;4;4;6;6;5;4;5;5;3;5
627;6;6;4;5;9;9;6;4;5;7;4;5;7;4;6;4;4;5
628;5;4;6;4;6;5;6;3;4;7;5;5;3;6;4;4;3;5
629;4;5;7;3;6;5;6;3;4;6;5;5;4;7;4;5;3;5
630;3;5;5;4;5;6;5;4;7;8;8;7;4;7;6;6;6;6
631;5;6;6;3;6;5;4;4;4;6;6;6;4;6;3;6;4;6
632;7;5;4;3;6;6;4;3;5;7;4;6;4;6;5;5;4;6
633;8;4;6;4;5;4;5;3;7;4;8;6;3;4;3;5;4;6
634;5;5;6;3;6;3;5;3;4;5;4;5;4;4;3;6;3;4
635;5;5;4;4;6;3;4;3;4;5;4;4;3;3;5;4;3;6
636;4;4;4;3;5;5;3;3;4;6;3;5;3;4;3;5;4;3
637;4;4;3;4;7;3;5;3;4;6;5;4;3;5;3;4;3;5
638;5;5;6;4;6;5;5;3;6;6;7;4;3;4;4;4;3;5
639;4;4;4;4;5;3;4;3;4;5;5;5;3;4;3;4;3;3
640;5;7;6;5;6;5;6;3;6;4;5;6;3;7;6;5;7;4
641;3;6;5;3;8;4;5;3;5;6;5;5;3;5;3;7;3;6
642;7;5;5;4;6;7;4;4;4;6;6;5;4;5;4;6;3;6
643;4;3;6;3;5;6;3;5;5;8;4;5;4;5;3;4;3;4
644;6;4;5;4;7;7;4;3;4;4;4;4;4;5;4;3;3;5
645;5;4;4;4;7;4;5;4;4;7;8;5;6;4;5;5;4;4
646;6;4;5;3;6;5;5;4;4;6;5;5;4;6;3;6;4;8
647;5;4;5;3;5;4;5;5;5;5;6;5;6;3;4;4;5;5
648;4;5;8;4;7;3;5;3;5;5;4;4;3;4;4;5;3;5
649;5;5;6;4;5;6;4;4;5;5;5;5;5;4;5;4;3;5
650;4;3;4;3;6;5;4;3;4;6;5;5;3;4;3;5;3;4
651;5;7;6;3;7;6;5;3;7;6;5;4;4;5;5;4;3;5
652;3;4;4;3;5;5;5;3;4;5;3;5;3;5;3;4;3;4
653;6;4;7;7;7;6;5;4;4;8;5;6;5;5;5;5;4;5
654;4;4;5;4;6;5;5;4;4;9;6;5;3;5;3;4;4;8
655;5;4;6;6;8;4;6;3;6;6;6;4;4;3;4;4;4;4
656;4;4;3;4;5;3;5;3;4;6;5;4;4;4;4;4;3;5
657;4;4;3;4;9;5;6;3;5;5;3;4;4;4;4;5;3;4
658;4;6;5;4;6;5;5;3;5;4;6;4;4;6;4;5;4;6
659;4;3;4;4;5;4;6;3;4;5;4;6;4;4;3;4;3;4
660;4;4;6;4;5;3;5;3;4;5;4;4;3;5;3;5;3;4
661;5;5;4;3;9;6;5;3;5;5;7;7;4;5;4;5;3;5
662;5;4;5;6;8;5;6;4;6;6;6;5;5;4;4;4;4;5
663;4;3;3;4;5;5;4;3;4;4;7;7;4;5;3;6;3;6
664;5;3;4;3;4;5;4;3;4;5;6;5;5;7;4;4;3;4
665;3;3;4;3;5;5;3;3;4;6;3;5;3;4;3;5;4;4
666;5;5;5;3;7;4;4;3;4;6;5;4;3;5;3;5;4;6
667;6;6;7;5;5;4;5;5;5;6;4;5;3;4;4;5;3;5
668;4;5;5;4;7;5;7;5;6;7;5;6;4;6;4;6;7;8
669;5;5;4;4;6;4;4;4;4;5;4;5;4;4;5;4;3;7
670;4;4;4;3;6;4;4;3;5;5;4;5;4;5;4;5;4;4
671;5;5;4;4;6;6;4;4;5;9;6;5;5;6;3;4;5;4
672;4;4;4;4;4;4;5;3;4;5;4;4;4;3;3;4;3;4
673;8;4;6;4;5;4;5;3;7;4;7;6;3;4;3;5;4;6
674;5;6;5;4;6;5;5;4;5;7;6;4;4;8;4;6;4;6
675;4;4;4;4;7;5;5;4;4;6;6;6;3;5;3;4;3;5
676;5;4;4;3;6;4;6;3;4;5;3;4;3;3;4;4;3;4
677;4;4;4;4;5;5;4;4;4;6;4;6;4;4;3;4;3;3
678;4;4;3;4;6;3;4;3;4;6;3;5;3;4;4;4;4;4
679;4;4;3;3;5;5;4;3;5;5;4;5;3;4;4;4;4;5
680;4;5;4;3;5;6;5;3;4;4;6;5;5;4;3;4;3;6
681;3;3;4;3;5;5;4;3;4;7;4;5;4;5;4;6;3;5
682;5;7;7;3;7;4;4;3;6;6;6;5;3;5;4;6;3;5
683;5;6;6;3;6;3;5;3;4;6;4;7;4;8;3;4;3;5
684;3;3;4;4;6;5;5;4;4;9;5;5;3;5;3;4;4;8
685;5;7;6;5;6;5;6;3;6;4;6;6;3;7;6;5;7;4
686;5;5;6;4;6;5;4;3;4;6;4;6;7;6;7;4;3;6
687;6;4;7;3;8;4;5;3;5;8;3;5;3;5;3;5;3;6
688;4;4;4;3;8;4;4;5;4;6;4;5;3;4;3;5;3;4
689;4;4;4;4;6;5;7;3;4;6;6;6;4;4;5;5;4;5
690;5;6;7;5;7;5;6;3;5;6;4;5;9;6;4;6;3;8
691;4;3;3;5;5;5;4;3;3;6;5;5;5;5;4;4;3;6
692;5;4;5;4;8;6;5;3;4;7;6;5;4;6;3;3;4;7
693;5;3;4;3;5;4;4;3;4;7;5;5;3;5;4;6;3;5
694;4;4;5;3;5;5;4;3;4;5;3;5;3;4;3;5;4;4
695;5;5;4;4;5;6;4;3;5;6;5;5;3;3;4;5;3;4
696;7;5;4;4;6;4;4;4;5;5;6;6;6;5;3;7;4;6
697;5;4;3;3;8;4;4;3;5;6;5;5;4;6;4;5;3;3
698;4;4;5;3;5;4;4;4;4;5;7;5;4;5;3;4;4;5
699;4;8;4;3;4;4;4;3;4;6;5;5;3;5;3;5;5;3
700;4;5;5;3;6;6;6;5;4;7;5;6;5;5;5;4;5;4
701;5;4;6;4;6;3;5;3;4;7;4;3;3;4;3;5;3;5
702;6;4;4;4;6;4;5;4;5;6;6;6;4;5;3;7;4;8
703;4;5;4;4;6;5;5;4;5;7;5;4;4;8;4;6;4;6
704;5;3;3;4;5;5;6;4;6;6;6;5;7;6;6;3;4;7
705;4;4;5;3;7;5;6;3;4;6;4;5;3;5;3;4;3;6
706;5;8;7;4;6;4;5;4;5;7;7;3;3;5;4;5;5;6
707;4;5;6;5;5;5;6;4;6;5;6;6;5;6;4;6;4;6
708;4;4;3;4;7;5;4;4;4;7;6;6;3;5;3;4;3;4
709;5;4;6;3;6;4;3;3;5;5;4;5;3;3;3;4;3;3
710;5;5;5;4;5;6;5;3;5;6;6;5;3;3;4;5;3;5
711;4;4;5;3;6;3;4;4;5;6;7;4;3;3;3;5;3;4
712;5;4;4;4;5;4;4;4;4;6;5;6;3;6;3;5;3;5
713;6;4;9;7;7;4;6;3;4;7;6;5;4;4;5;5;4;6
